"","processStatusName","processStatus","CountryName","id","COOName"
"195","Active","1","Sudan","Cda203","Chad"
"196","Active","1","South Sudan","Cda11","Chad"
"197","Active","1","Sudan","Cda302","Ethiopia"
"198","Active","1","Sudan","Cda114","Chad"
"199","Active","1","South Sudan","Cda200","Chad"
"200","Active","1","Sudan","Cda110","Chad"
"201","Active","1","Sudan","Cda243","Chad"
"202","Active","1","Sudan","Cda374","Chad"
"203","Active","1","South Sudan","Cda408","Ethiopia"
"204","Active","1","South Sudan","Cda127","Chad"
"205","Active","1","Sudan","Cda107","Chad"
"206","Active","1","South Sudan","Cda168","Chad"
"207","Active","1","Sudan","Cda347","Ethiopia"
"208","Active","1","Sudan","Cda487","Chad"
"209","Active","1","Sudan","Cda36","Ethiopia"
"210","Active","1","Sudan","Cda251","Ethiopia"
"211","Active","1","South Sudan","Cda438","Chad"
"212","Active","1","Sudan","Cda431","Chad"
"213","Active","1","South Sudan","Cda448","Chad"
"214","Active","1","South Sudan","Cda325","Ethiopia"
"215","Active","1","Sudan","Cda106","Ethiopia"
"216","Active","1","Sudan","Cda245","Ethiopia"
"217","Active","1","Sudan","Cda72","Chad"
"218","Active","1","Sudan","Cda192","Chad"
"219","Active","1","Sudan","Cda385","Chad"
"220","Active","1","Sudan","Cda417","Chad"
"221","Active","1","Sudan","Cda108","Chad"
"222","Active","1","Sudan","Cda484","Ethiopia"
"223","Active","1","South Sudan","Cda130","Chad"
"224","Active","1","South Sudan","Cda388","Chad"
"225","Active","1","Sudan","Cda373","Chad"
"226","Active","1","Sudan","Cda399","Chad"
"227","Active","1","South Sudan","Cda123","Chad"
"228","Active","1","South Sudan","Cda326","Ethiopia"
"229","Active","1","Sudan","Cda468","Chad"
"230","Active","1","South Sudan","Cda83","Chad"
"231","Active","1","South Sudan","Cda85","Chad"
"232","Active","1","Sudan","Cda68","Chad"
"233","Active","1","South Sudan","Cda44","Chad"
"234","Active","1","South Sudan","Cda291","Chad"
"235","Active","1","Sudan","Cda360","Chad"
"236","Active","1","South Sudan","Cda174","Chad"
"237","Active","1","Sudan","Cda94","Chad"
"238","Active","1","Sudan","Cda480","Chad"
"239","Active","1","Sudan","Cda336","Chad"
"240","Active","1","South Sudan","Cda270","Chad"
"241","Active","1","Sudan","Cda179","Ethiopia"
"242","Active","1","South Sudan","Cda41","Chad"
"243","Active","1","Sudan","Cda21","Chad"
"244","Active","1","Sudan","Cda380","Chad"
"245","Active","1","South Sudan","Cda131","Chad"
"246","Active","1","South Sudan","Cda148","Ethiopia"
"247","Active","1","South Sudan","Cda277","Chad"
"248","Active","1","Sudan","Cda453","Chad"
"249","Active","1","Sudan","Cda338","Chad"
"250","Active","1","Sudan","Cda134","Ethiopia"
"251","Active","1","Sudan","Cda91","Chad"
"252","Active","1","South Sudan","Cda52","Chad"
"253","Active","1","South Sudan","Cda177","Chad"
"254","Active","1","Sudan","Cda205","Ethiopia"
"255","Active","1","South Sudan","Cda175","Chad"
"256","Active","1","Sudan","Cda299","Chad"
"257","Active","1","Sudan","Cda154","Chad"
"258","Active","1","Sudan","Cda284","Chad"
"259","Active","1","Sudan","Cda279","Chad"
"260","Active","1","Sudan","Cda222","Ethiopia"
"261","Active","1","Sudan","Cda194","Chad"
"262","Active","1","Sudan","Cda475","Chad"
"263","Active","1","Sudan","Cda236","Ethiopia"
"264","Active","1","South Sudan","Cda113","Chad"
"265","Active","1","Sudan","Cda219","Chad"
"266","Active","1","South Sudan","Cda428","Chad"
"267","Active","1","South Sudan","Cda183","Ethiopia"
"268","Active","1","South Sudan","Cda254","Chad"
"269","Active","1","South Sudan","Cda276","Chad"
"270","Active","1","Sudan","Cda104","Chad"
"271","Active","1","Sudan","Cda442","Ethiopia"
"272","Active","1","Sudan","Cda271","Chad"
"273","Active","1","Sudan","Cda411","Chad"
"274","Active","1","Sudan","Cda464","Chad"
"275","Active","1","South Sudan","Cda402","Chad"
"276","Active","1","Sudan","Cda28","Chad"
"277","Active","1","South Sudan","Cda436","Chad"
"278","Active","1","South Sudan","Cda118","Chad"
"279","Active","1","Sudan","Cda78","Chad"
"280","Active","1","Sudan","Cda57","Chad"
"281","Active","1","South Sudan","Cda187","Ethiopia"
"282","Active","1","South Sudan","Cda434","Chad"
"283","Active","1","Sudan","Cda401","Chad"
"284","Active","1","South Sudan","Cda112","Chad"
"285","Active","1","Sudan","Cda432","Chad"
"286","Active","1","Sudan","Cda427","Chad"
"287","Active","1","Sudan","Cda450","Chad"
"288","Active","1","South Sudan","Cda413","Chad"
"289","Active","1","South Sudan","Cda100","Chad"
"290","Active","1","South Sudan","Cda367","Chad"
"291","Active","1","Sudan","Cda220","Chad"
"292","Active","1","South Sudan","Cda5","Ethiopia"
"293","Active","1","Sudan","Cda392","Chad"
"294","Active","1","Sudan","Cda180","Chad"
"295","Active","1","South Sudan","Cda79","Ethiopia"
"296","Active","1","South Sudan","Cda288","Ethiopia"
"297","Active","1","Sudan","Cda171","Ethiopia"
"298","Active","1","Sudan","Cda405","Ethiopia"
"299","Active","1","Sudan","Cda305","Chad"
"300","Active","1","Sudan","Cda296","Chad"
"301","Active","1","South Sudan","Cda129","Ethiopia"
"302","Active","1","Sudan","Cda340","Chad"
"303","Active","1","South Sudan","Cda53","Chad"
"304","Active","1","Sudan","Cda188","Ethiopia"
"305","Active","1","South Sudan","Cda96","Chad"
"306","Active","1","South Sudan","Cda310","Chad"
"307","Active","1","South Sudan","Cda359","Chad"
"308","Active","1","Sudan","Cda420","Chad"
"309","Active","1","Sudan","Cda292","Chad"
"310","Active","1","Sudan","Cda226","Chad"
"311","Active","1","Sudan","Cda462","Chad"
"312","Active","1","Sudan","Cda93","Chad"
"313","Active","1","Sudan","Cda10","Chad"
"314","Active","1","South Sudan","Cda492","Chad"
"315","Active","1","South Sudan","Cda121","Chad"
"316","Active","1","Sudan","Cda27","Chad"
"317","Active","1","Sudan","Cda109","Chad"
"318","Active","1","South Sudan","Cda135","Chad"
"319","Active","1","Sudan","Cda30","Chad"
"320","Active","1","South Sudan","Cda437","Chad"
"321","Active","1","Sudan","Cda313","Chad"
"322","Active","1","South Sudan","Cda51","Chad"
"323","Active","1","South Sudan","Cda257","Chad"
"324","Active","1","Sudan","Cda182","Chad"
"325","Active","1","Sudan","Cda493","Ethiopia"
"326","Active","1","Sudan","Cda163","Chad"
"327","Active","1","Sudan","Cda95","Chad"
"328","Active","1","Sudan","Cda212","Chad"
"329","Active","1","Sudan","Cda478","Chad"
"330","Active","1","South Sudan","Cda321","Chad"
"331","Active","1","South Sudan","Cda139","Ethiopia"
"332","Active","1","South Sudan","Cda470","Ethiopia"
"333","Active","1","Sudan","Cda249","Chad"
"334","Active","1","Sudan","Cda358","Chad"
"335","Active","1","Sudan","Cda25","Ethiopia"
"336","Active","1","Sudan","Cda343","Chad"
"337","Active","1","Sudan","Cda422","Chad"
"338","Active","1","Sudan","Cda170","Chad"
"339","Active","1","Sudan","Cda24","Chad"
"340","Active","1","South Sudan","Cda309","Chad"
"341","Active","1","Sudan","Cda238","Chad"
"342","Active","1","South Sudan","Cda90","Chad"
"343","Active","1","South Sudan","Cda74","Ethiopia"
"344","Active","1","South Sudan","Cda283","Chad"
"345","Active","1","South Sudan","Cda376","Ethiopia"
"346","Active","1","Sudan","Cda341","Chad"
"347","Active","1","South Sudan","Cda20","Ethiopia"
"348","Active","1","Sudan","Cda482","Chad"
"349","Active","1","Sudan","Cda39","Chad"
"350","Active","1","Sudan","Cda64","Chad"
"351","Active","1","Sudan","Cda355","Chad"
"352","Active","1","Sudan","Cda43","Chad"
"353","Active","1","Sudan","Cda35","Ethiopia"
"354","Active","1","Sudan","Cda467","Chad"
"355","Active","1","Sudan","Cda198","Chad"
"356","Active","1","Sudan","Cda133","Chad"
"357","Active","1","Sudan","Cda213","Ethiopia"
"358","Active","1","Sudan","Cda159","Chad"
"359","Active","1","Sudan","Cda14","Chad"
"360","Active","1","South Sudan","Cda250","Chad"
"361","Active","1","Sudan","Cda136","Chad"
"362","Active","1","Sudan","Cda389","Chad"
"363","Active","1","South Sudan","Cda149","Chad"
"364","Active","1","Sudan","Cda116","Chad"
"365","Active","1","Sudan","Cda331","Chad"
"366","Active","1","South Sudan","Cda189","Chad"
"367","Active","1","South Sudan","Cda164","Chad"
"368","Active","1","Sudan","Cda404","Chad"
"369","Active","1","South Sudan","Cda208","Chad"
"370","Active","1","Sudan","Cda369","Ethiopia"
"371","Active","1","Sudan","Cda293","Chad"
"372","Active","1","South Sudan","Cda412","Chad"
"373","Active","1","Sudan","Cda105","Chad"
"374","Active","1","Sudan","Cda370","Ethiopia"
"375","Active","1","Sudan","Cda186","Chad"
"376","Active","1","South Sudan","Cda320","Chad"
"377","Active","1","South Sudan","Cda62","Chad"
"378","Active","1","South Sudan","Cda17","Ethiopia"
"379","Active","1","Sudan","Cda481","Chad"
"380","Active","1","Sudan","Cda289","Chad"
"381","Active","1","Sudan","Cda241","Ethiopia"
"382","Active","1","South Sudan","Cda409","Chad"
"383","Active","1","Sudan","Cda45","Ethiopia"
"384","Active","1","Sudan","Cda282","Ethiopia"
"385","Active","1","Sudan","Cda383","Ethiopia"
"386","Active","1","South Sudan","Cda228","Chad"
"387","Active","1","Sudan","Cda281","Chad"
"388","Active","1","Sudan","Cda315","Chad"
"389","Active","1","Sudan","Cda391","Chad"
"390","Active","1","South Sudan","Cda457","Chad"
"391","Active","1","Sudan","Cda418","Ethiopia"
"392","Active","1","South Sudan","Cda124","Chad"
"393","Active","1","Sudan","Cda66","Chad"
"394","Active","1","Sudan","Cda287","Chad"
"395","Active","1","South Sudan","Cda454","Chad"
"396","Active","1","South Sudan","Cda393","Chad"
"397","Active","1","Sudan","Cda230","Chad"
"398","Active","1","Sudan","Cda218","Chad"
"399","Active","1","Sudan","Cda122","Chad"
"400","Active","1","South Sudan","Cda308","Chad"
"401","Active","1","South Sudan","Cda496","Chad"
"402","Hold","2","South Sudan","Cda361","Ethiopia"
"403","Hold","2","South Sudan","Cda297","Ethiopia"
"404","Hold","2","Sudan","Cda424","Ethiopia"
"405","Hold","2","South Sudan","Cda371","Chad"
"406","Hold","2","South Sudan","Cda156","Chad"
"407","Hold","2","Sudan","Cda217","Chad"
"408","Hold","2","Sudan","Cda55","Chad"
"409","Hold","2","South Sudan","Cda443","Ethiopia"
"410","Hold","2","Sudan","Cda410","Ethiopia"
"411","Hold","2","Sudan","Cda59","Ethiopia"
"412","Hold","2","South Sudan","Cda344","Ethiopia"
"413","Hold","2","Sudan","Cda193","Chad"
"414","Hold","2","Sudan","Cda31","Ethiopia"
"415","Hold","2","Sudan","Cda425","Chad"
"416","Hold","2","Sudan","Cda144","Ethiopia"
"417","Hold","2","South Sudan","Cda476","Chad"
"418","Hold","2","Sudan","Cda115","Chad"
"419","Hold","2","Sudan","Cda307","Chad"
"420","Hold","2","South Sudan","Cda7","Chad"
"421","Hold","2","South Sudan","Cda101","Chad"
"422","Hold","2","Sudan","Cda248","Chad"
"423","Hold","2","Sudan","Cda317","Ethiopia"
"424","Hold","2","Sudan","Cda330","Chad"
"425","Hold","2","Sudan","Cda151","Chad"
"426","Hold","2","South Sudan","Cda152","Chad"
"427","Hold","2","Sudan","Cda216","Chad"
"428","Hold","2","Sudan","Cda386","Chad"
"429","Hold","2","Sudan","Cda473","Chad"
"430","Hold","2","South Sudan","Cda375","Chad"
"431","Hold","2","South Sudan","Cda263","Chad"
"432","Hold","2","Sudan","Cda146","Chad"
"433","Hold","2","Sudan","Cda185","Chad"
"434","Hold","2","Sudan","Cda126","Chad"
"435","Hold","2","Sudan","Cda286","Chad"
"436","Hold","2","South Sudan","Cda8","Chad"
"437","Hold","2","South Sudan","Cda430","Chad"
"438","Hold","2","South Sudan","Cda298","Chad"
"439","Hold","2","Sudan","Cda416","Ethiopia"
"440","Hold","2","Sudan","Cda29","Chad"
"441","Hold","2","Sudan","Cda268","Chad"
"442","Hold","2","South Sudan","Cda9","Chad"
"443","Hold","2","South Sudan","Cda158","Chad"
"444","Hold","2","Sudan","Cda294","Chad"
"445","Hold","2","South Sudan","Cda348","Chad"
"446","Hold","2","Sudan","Cda357","Chad"
"447","Hold","2","Sudan","Cda345","Chad"
"448","Hold","2","South Sudan","Cda273","Chad"
"449","Hold","2","South Sudan","Cda128","Chad"
"450","Hold","2","Sudan","Cda237","Chad"
"451","Closed","3","Sudan","Cda244","Chad"
"452","Closed","3","South Sudan","Cda256","Chad"
"453","Closed","3","South Sudan","Cda316","Chad"
"454","Closed","3","South Sudan","Cda387","Chad"
"455","Closed","3","Sudan","Cda16","Chad"
"456","Closed","3","South Sudan","Cda102","Chad"
"457","Closed","3","Sudan","Cda165","Ethiopia"
"458","Closed","3","Sudan","Cda421","Chad"
"459","Closed","3","South Sudan","Cda300","Chad"
"460","Closed","3","Sudan","Cda18","Chad"
"461","Closed","3","South Sudan","Cda73","Chad"
"462","Closed","3","South Sudan","Cda166","Chad"
"463","Closed","3","South Sudan","Cda82","Chad"
"464","Closed","3","South Sudan","Cda81","Chad"
"465","Closed","3","Sudan","Cda169","Chad"
"466","Closed","3","South Sudan","Cda204","Chad"
"467","Closed","3","Sudan","Cda312","Chad"
"468","Erroneous","4","Sudan","Cda111","Chad"
"469","Erroneous","4","Sudan","Cda486","Chad"
"470","Erroneous","4","South Sudan","Cda363","Chad"
"471","Erroneous","4","South Sudan","Cda406","Chad"
"472","Erroneous","4","Sudan","Cda71","Chad"
"473","Erroneous","4","South Sudan","Cda209","Chad"
"474","Erroneous","4","Sudan","Cda235","Chad"
"475","Erroneous","4","South Sudan","Cda488","Chad"
"476","Erroneous","4","Sudan","Cda398","Ethiopia"
"477","Erroneous","4","Sudan","Cda346","Chad"
"478","Erroneous","4","Sudan","Cda465","Chad"
"479","Erroneous","4","Sudan","Cda469","Chad"
"480","Erroneous","4","South Sudan","Cda207","Chad"
"481","Erroneous","4","Sudan","Cda439","Chad"
"482","Erroneous","4","Sudan","Cda455","Chad"
"483","Erroneous","4","Sudan","Cda125","Chad"
"484","Erroneous","4","South Sudan","Cda429","Chad"
"485","Erroneous","4","Sudan","Cda368","Chad"
"486","Erroneous","4","Sudan","Cda435","Chad"
"487","Erroneous","4","Sudan","Cda137","Chad"
"488","Erroneous","4","South Sudan","Cda260","Chad"
"489","Erroneous","4","South Sudan","Cda441","Chad"
"490","Erroneous","4","South Sudan","Cda265","Chad"
"491","Erroneous","4","South Sudan","Cda426","Chad"
"492","Erroneous","4","Sudan","Cda145","Chad"
"493","Erroneous","4","Sudan","Cda479","Chad"
"494","Erroneous","4","Sudan","Cda460","Chad"
"495","Erroneous","4","Sudan","Cda485","Chad"
"496","Erroneous","4","Sudan","Cda419","Ethiopia"
"497","Erroneous","4","South Sudan","Cda472","Chad"
"498","Erroneous","4","South Sudan","Cda339","Chad"
"499","Erroneous","4","Sudan","Cda140","Chad"
"500","Erroneous","4","South Sudan","Cda142","Chad"
